Word,PoS,KM_Count,Value,Elo,RW,Best,Worst,Unchosen,BestWorst,ABW,David,ValueLogit,RWLogit,BestWorstLogit,N
guarantee,Verb,-0.185,0.437228992,-115.7746717,0.434185677,8,18,28,-27.27777778,-0.374693449,-31100,-0.252415742,-0.264793702,-27.27777778,54
leave,Verb,-0.237,0.435756213,-101.5621593,0.433740536,5,14,19,-35.02631579,-0.482851772,-15300,-0.25840346,-0.266605877,-35.02631579,38
stayed,Verb,-0.217,0.43572498,-52.8341594,0.447443978,4,14,28,-32.10869565,-0.441832752,-16800,-0.258530492,-0.211003483,-32.10869565,46
organize,Verb,-0.224,0.435477803,-93.45190285,0.43798921,7,20,31,-33.12068966,-0.456017387,-15900,-0.25953588,-0.249326774,-33.12068966,58
simulate,Verb,-0.209,0.43482576,-168.7769944,0.431858438,5,14,24,-30.89534884,-0.424883194,-20800,-0.262188676,-0.274272773,-30.89534884,43
coordinate,Verb,-0.175,0.434484904,-127.5138974,0.427809141,10,20,27,-25.81578947,-0.354545018,-24300,-0.263575791,-0.29079544,-25.81578947,57
satisfy,Verb,-0.218,0.434406134,-127.7175861,0.430734752,6,18,31,-32.22727273,-0.443492504,-15600,-0.26389638,-0.278854017,-32.22727273,55
stat,Verb,-0.2,0.433141881,-127.91678,0.4359223,5,16,34,-29.5,-0.405465108,-8900,-0.269043699,-0.257727993,-29.5,55
grow,Verb,-0.236,0.431095266,-81.36206893,0.433006828,10,23,22,-34.95454545,-0.481838087,-8400,-0.277383894,-0.269593764,-34.95454545,55
conserve,Verb,-0.222,0.43022696,-107.1819884,0.433771819,6,18,30,-32.83333333,-0.451985124,-23200,-0.280925221,-0.266478511,-32.83333333,54
suffice,Verb,-0.246,0.430095726,-128.0232629,0.427911468,7,21,29,-36.34210526,-0.501479761,-11500,-0.281460604,-0.290377431,-36.34210526,57
exceed,Verb,-0.259,0.429377763,-81.35979279,0.429537285,5,19,30,-38.38888889,-0.530628251,10500,-0.284390311,-0.283739264,-38.38888889,54
prolong,Verb,-0.241,0.429194208,-141.1766137,0.431540687,7,21,30,-35.70689655,-0.492476485,5300,-0.285139518,-0.275567943,-35.70689655,58
avoid,Verb,-0.255,0.427505762,-103.8997352,0.425585772,5,19,31,-37.68181818,-0.520534438,-27500,-0.292034903,-0.299884281,-37.68181818,55
accomplish,Verb,-0.236,0.427358845,-134.2796857,0.424600929,6,19,30,-34.95454545,-0.481838087,-13400,-0.292635218,-0.303914099,-34.95454545,55
gave,Verb,-0.229,0.427106671,-134.6342152,0.428486049,10,21,17,-33.875,-0.466619531,-39700,-0.29366574,-0.288030714,-33.875,48
intervene,Verb,-0.255,0.427074438,-103.1489526,0.431578013,6,20,29,-37.68181818,-0.520534438,-400,-0.293797474,-0.275415789,-37.68181818,55
cooperate,Verb,-0.216,0.427033704,-100.5459218,0.425631367,3,14,34,-31.85294118,-0.438254931,-57900,-0.293963951,-0.299697774,-31.85294118,51
ask,Verb,-0.244,0.426903131,-130.6264113,0.425640167,6,17,22,-36.16666667,-0.498991166,-33600,-0.294497629,-0.299661778,-36.16666667,45
seek,Verb,-0.231,0.426748938,-115.6795231,0.421151325,7,19,26,-34.11538462,-0.470003629,-41200,-0.295127902,-0.318048876,-34.11538462,52
confound,Verb,-0.273,0.425858913,-14.07374602,0.430531343,8,23,24,-40.40909091,-0.559615788,10200,-0.29876706,-0.27968362,-40.40909091,55
classify,Verb,-0.231,0.425774665,-76.40687263,0.423554595,4,16,32,-34.11538462,-0.470003629,-18100,-0.299111636,-0.308198216,-34.11538462,52
share,Verb,-0.214,0.425619964,-165.4579246,0.430382316,8,20,28,-31.64285714,-0.435318071,-57500,-0.299744417,-0.280291486,-31.64285714,56
lighten,Verb,-0.224,0.42546529,-12.45667384,0.426612685,6,19,33,-33.12068966,-0.456017387,-42600,-0.300377143,-0.295684892,-33.12068966,58
interact,Verb,-0.255,0.425262979,-110.1088344,0.432981893,9,23,23,-37.68181818,-0.520534438,-33700,-0.301204831,-0.269695327,-37.68181818,55
played,Verb,-0.213,0.425025936,-127.8723708,0.427139591,7,17,23,-31.41489362,-0.432133355,-51500,-0.302174741,-0.293531201,-31.41489362,47
promote,Verb,-0.222,0.424214785,-200.40371,0.42360327,6,18,30,-32.83333333,-0.451985124,-56400,-0.305494804,-0.307998859,-32.83333333,54
incorporate,Verb,-0.246,0.421829451,-165.1111177,0.423323956,4,18,35,-36.34210526,-0.501479761,-30300,-0.315267805,-0.309142919,-36.34210526,57
overdo,Verb,-0.273,0.421777685,-121.6876704,0.430442267,6,21,28,-40.40909091,-0.559615788,-28900,-0.315480061,-0.280046946,-40.40909091,55
react,Verb,-0.246,0.421673429,-105.5984988,0.423969002,10,24,23,-36.34210526,-0.501479761,-25500,-0.315907562,-0.306501132,-36.34210526,57
assure,Verb,-0.207,0.421632207,-105.6309574,0.422013784,10,22,26,-30.53448276,-0.419853846,-58800,-0.316076601,-0.314512042,-30.53448276,58
relish,Verb,-0.292,0.421244212,-39.28063573,0.427973081,4,18,26,-43.25,-0.60077386,-1000,-0.317667866,-0.290125755,-43.25,48
finish,Verb,-0.255,0.421181714,-114.2280983,0.422409641,7,21,27,-37.68181818,-0.520534438,-43200,-0.317924223,-0.312889339,-37.68181818,55
contribute,Verb,-0.255,0.42091942,-122.6138219,0.41658656,3,15,29,-37.79787234,-0.522189382,-18700,-0.319000225,-0.336801829,-37.79787234,47
discourage,Verb,-0.211,0.420804543,-144.8891638,0.416964221,4,16,37,-31.07894737,-0.427444015,-49900,-0.31947154,-0.335248139,-31.07894737,57
detect,Verb,-0.236,0.420469451,-128.3719822,0.417534441,1,14,40,-34.95454545,-0.481838087,-28000,-0.320846549,-0.332903025,-34.95454545,55
refrain,Verb,-0.2,0.419785669,-200.5348258,0.42092131,4,15,36,-29.5,-0.405465108,-64600,-0.323653304,-0.31899247,-29.5,55
defer,Verb,-0.241,0.419604552,-168.8276293,0.421929696,4,17,33,-35.61111111,-0.491120553,-29400,-0.324396952,-0.314856793,-35.61111111,54
build,Verb,-0.288,0.41957587,-165.8030211,0.413899854,11,26,15,-42.76923077,-0.593774707,10800,-0.324514725,-0.347866626,-42.76923077,52
deem,Verb,-0.276,0.419027754,-84.0829112,0.420467936,7,23,28,-40.87931034,-0.566395475,-27600,-0.326765831,-0.320852765,-40.87931034,58
proceed,Verb,-0.291,0.416247752,-80.39310585,0.413357043,8,24,23,-43.13636364,-0.599118231,-4800,-0.338196018,-0.350104653,-43.13636364,55
release,Verb,-0.294,0.415377047,-80.25990731,0.4210481,5,20,26,-43.61764706,-0.606135804,23400,-0.341780462,-0.31847232,-43.61764706,51
contain,Verb,-0.241,0.415212643,-111.7535106,0.417411858,5,19,34,-35.70689655,-0.492476485,-47000,-0.342457508,-0.333407085,-35.70689655,58
strengthen,Verb,-0.271,0.414665888,-140.6647781,0.420577272,5,18,25,-40.125,-0.555525803,-13100,-0.344709707,-0.320404086,-40.125,48
yield,Verb,-0.28,0.414409448,-186.3103784,0.416947542,7,21,22,-41.5,-0.575364145,-55500,-0.345766339,-0.335316747,-41.5,50
generate,Verb,-0.32,0.413679289,-121.630179,0.41970681,8,24,18,-47.5,-0.663294217,17000,-0.348775918,-0.323977081,-47.5,50
evaluate,Verb,-0.259,0.413615013,-182.0554186,0.414827608,5,19,30,-38.38888889,-0.530628251,-30000,-0.349040927,-0.344043458,-38.38888889,54
infer,Verb,-0.298,0.41200328,-151.3015551,0.40786549,7,24,26,-44.23684211,-0.615185639,-26200,-0.355690058,-0.372796382,-44.23684211,57
acknowledge,Verb,-0.279,0.411676659,-120.9244907,0.417420672,3,15,25,-41.36046512,-0.573345981,-53500,-0.357038462,-0.333370842,-41.36046512,43
move,Verb,-0.312,0.409785278,-206.6978847,0.407435105,8,23,17,-46.375,-0.646627165,-41000,-0.364853097,-0.374578726,-46.375,48
ensure,Verb,-0.269,0.408721048,-160.5722062,0.413011281,2,16,34,-39.88461538,-0.552068582,-32700,-0.369255018,-0.351530693,-39.88461538,52
enhance,Verb,-0.264,0.408117299,-90.38031757,0.408719594,6,20,27,-39.12264151,-0.541130973,-43000,-0.371753843,-0.369261032,-39.12264151,53
connect,Verb,-0.333,0.407370531,-153.1472865,0.415898366,4,18,20,-49.5,-0.693147181,-24600,-0.374846195,-0.339634081,-49.5,42
inspire,Verb,-0.306,0.407246535,-97.66184651,0.414819622,3,18,28,-45.41836735,-0.632522559,-34400,-0.375359833,-0.344076359,-45.41836735,49
deserve,Verb,-0.326,0.407087805,-120.3135175,0.402497058,2,17,27,-48.41304348,-0.67688666,-9700,-0.37601742,-0.395071419,-48.41304348,46
follow,Verb,-0.316,0.407061626,-152.2473016,0.405403852,7,25,25,-46.86842105,-0.653926467,6600,-0.37612588,-0.382998695,-46.86842105,57
regulate,Verb,-0.345,0.405292462,-122.996646,0.401546847,4,23,28,-51.31818182,-0.720546155,10800,-0.383460817,-0.39902404,-51.31818182,55
tolerate,Verb,-0.264,0.405054807,-199.5132077,0.407649196,5,19,29,-39.12264151,-0.541130973,-28700,-0.384446905,-0.373692043,-39.12264151,53
held,Verb,-0.316,0.403601504,-174.4829644,0.410694581,8,26,23,-46.86842105,-0.653926467,-27800,-0.390481044,-0.361094761,-46.86842105,57
reveal,Verb,-0.286,0.402581496,-138.645819,0.399470239,2,14,26,-42.35714286,-0.587786665,-57200,-0.394720329,-0.407672935,-42.35714286,42
disagree,Verb,-0.293,0.402361876,-137.1711655,0.397981175,4,21,33,-43.46551724,-0.603916047,-39000,-0.395633556,-0.413884012,-43.46551724,58
symbolize,Verb,-0.333,0.402194364,-117.1838062,0.400996974,5,22,24,-49.5,-0.693147181,1100,-0.396330215,-0.401312768,-49.5,51
worked,Verb,-0.339,0.40219138,-117.2324001,0.398333198,8,27,21,-50.39285714,-0.706570201,-25800,-0.396342624,-0.412414973,-50.39285714,56
permit,Verb,-0.352,0.400932728,-94.27602043,0.402057176,2,21,31,-52.27777778,-0.73511138,-21000,-0.401580247,-0.396900831,-52.27777778,54
stay,Verb,-0.383,0.400471406,-100.8568671,0.399828891,7,25,15,-56.94680851,-0.80709144,19300,-0.4035013,-0.406178111,-56.94680851,47
promise,Verb,-0.327,0.400132699,-209.2455085,0.403085175,3,20,29,-48.53846154,-0.678758443,-26500,-0.404912225,-0.392626538,-48.53846154,52
consider,Verb,-0.279,0.399961722,-148.4007885,0.403302203,6,18,19,-41.36046512,-0.573345981,-68400,-0.405624603,-0.391724617,-41.36046512,43
adjust,Verb,-0.316,0.398614867,-119.4535066,0.385881771,7,25,25,-46.86842105,-0.653926467,-50400,-0.411239843,-0.464656435,-46.86842105,57
settle,Verb,-0.333,0.393884733,-100.768607,0.393218386,3,20,28,-49.5,-0.693147181,-15100,-0.431011868,-0.433803802,-49.5,51
define,Verb,-0.347,0.392119701,-181.1290334,0.389907327,4,21,24,-51.54081633,-0.723918839,-48300,-0.438410834,-0.447701779,-51.54081633,49
entail,Verb,-0.328,0.391188496,-116.0374319,0.401483817,1,20,37,-48.63793103,-0.680243776,-35900,-0.44231917,-0.399286337,-48.63793103,58
equate,Verb,-0.404,0.390327302,-176.6686685,0.396130849,7,30,20,-60.02631579,-0.85566611,-28100,-0.445936631,-0.421612953,-60.02631579,57
rely,Verb,-0.388,0.390069051,-124.2405143,0.388430791,4,23,22,-57.66326531,-0.818310324,-900,-0.447021977,-0.45391312,-57.66326531,49
survived,Verb,-0.36,0.389723938,-134.7963927,0.390745879,3,21,26,-53.5,-0.753771802,-44800,-0.448472777,-0.444178033,-53.5,50
set,Verb,-0.352,0.388630545,-222.5169682,0.392792484,8,27,19,-52.27777778,-0.73511138,-25100,-0.453072314,-0.435589161,-52.27777778,54
act,Verb,-0.328,0.388102727,-226.7198124,0.381951418,7,26,25,-48.63793103,-0.680243776,-56100,-0.455294349,-0.481273645,-48.63793103,58
engage,Verb,-0.383,0.387857607,-190.3889561,0.380718077,5,23,19,-56.94680851,-0.80709144,-33900,-0.456326645,-0.486501471,-56.94680851,47
intend,Verb,-0.38,0.387768006,-126.2275428,0.390674931,2,21,27,-56.5,-0.8001193,-22900,-0.456704047,-0.444476065,-56.5,50
depend,Verb,-0.339,0.386322405,-138.5429439,0.396541342,3,22,31,-50.39285714,-0.706570201,-55000,-0.462797434,-0.419897233,-50.39285714,56
found,Verb,-0.395,0.385573976,-142.1379106,0.385328401,5,22,16,-58.80232558,-0.836248024,-2600,-0.465955467,-0.466992179,-58.80232558,43
imagine,Verb,-0.354,0.384074379,-206.4463171,0.383888389,6,23,19,-52.625,-0.740400065,-60100,-0.47228998,-0.473076279,-52.625,48
attribute,Verb,-0.373,0.382915246,-228.3143238,0.378925657,2,21,28,-55.38235294,-0.782759339,-54600,-0.477192703,-0.494110761,-55.38235294,51
determine,Verb,-0.383,0.38255529,-227.6134061,0.377461297,3,21,23,-56.94680851,-0.80709144,-27300,-0.478716335,-0.50033776,-56.94680851,47
planned,Verb,-0.368,0.382498432,-165.0880791,0.377918282,3,24,30,-54.76315789,-0.773189888,-22300,-0.478957055,-0.498393476,-54.76315789,57
behave,Verb,-0.339,0.382366103,-245.8633824,0.390147416,4,23,29,-50.39285714,-0.706570201,-45800,-0.479517348,-0.446692604,-50.39285714,56
excuse,Verb,-0.345,0.382332111,-224.6190247,0.381732787,2,21,32,-51.31818182,-0.720546155,-19000,-0.479661284,-0.482199896,-51.31818182,55
begin,Verb,-0.382,0.381856052,-174.1082963,0.387137788,5,26,24,-56.77272727,-0.804372816,-44200,-0.481677647,-0.459359462,-56.77272727,55
manage,Verb,-0.365,0.381346927,-182.2040385,0.373903936,4,23,25,-54.30769231,-0.766172316,-37400,-0.48383512,-0.515504907,-54.30769231,52
add,Verb,-0.379,0.380677525,-186.4726,0.378587473,6,28,24,-56.39655172,-0.798507696,-48100,-0.486673473,-0.495548006,-56.39655172,58
enjoy,Verb,-0.389,0.37945276,-183.7876362,0.382106387,6,27,21,-57.83333333,-0.820980552,-49000,-0.491871626,-0.480617225,-57.83333333,54
ought,Verb,-0.447,0.379274498,-147.2080647,0.384616481,3,24,20,-66.5212766,-0.961411167,12200,-0.492628746,-0.469998998,-66.5212766,47
helped,Verb,-0.392,0.378099501,-219.7934118,0.383093575,3,23,25,-58.32352941,-0.828692673,-27300,-0.49762272,-0.476438069,-58.32352941,51
attract,Verb,-0.429,0.376300897,-261.1311617,0.37702158,4,28,24,-63.78571429,-0.916290732,-1400,-0.505278965,-0.502209453,-63.78571429,56
differ,Verb,-0.353,0.375589493,-257.0361249,0.376244669,1,19,31,-52.44117647,-0.737598943,-78900,-0.508311244,-0.505518546,-52.44117647,51
claim,Verb,-0.389,0.373611328,-119.9341243,0.375992423,3,24,27,-57.83333333,-0.820980552,-56400,-0.516755035,-0.506593519,-57.83333333,54
wanted,Verb,-0.44,0.372166703,-193.2309827,0.370825496,4,26,20,-65.5,-0.944461609,-15100,-0.522932798,-0.52867706,-65.5,50
sustain,Verb,-0.392,0.370902711,-217.9197332,0.369898432,4,24,23,-58.32352941,-0.828692673,-46500,-0.528346122,-0.532652565,-58.32352941,51
put,Verb,-0.422,0.370039647,-212.5738303,0.371185652,6,25,14,-62.83333333,-0.900786545,-40200,-0.532046734,-0.527133711,-62.83333333,45
perceive,Verb,-0.415,0.369440698,-196.9505037,0.374293213,5,27,21,-61.76415094,-0.883500909,-47400,-0.534616972,-0.51384239,-61.76415094,53
fit,Verb,-0.395,0.367078932,-201.0875089,0.368559026,4,21,18,-58.80232558,-0.836248024,-96800,-0.544768821,-0.53840359,-58.80232558,43
exist,Verb,-0.429,0.365628108,-231.2027004,0.365969688,4,25,20,-63.78571429,-0.916290732,-73800,-0.551018643,-0.549546253,-63.78571429,49
browse,Verb,-0.456,0.365247894,-211.4876296,0.366045379,7,33,17,-67.92105263,-0.984853403,-26800,-0.552658253,-0.549220066,-67.92105263,57
occupy,Verb,-0.446,0.365226549,-221.7306406,0.363452085,3,28,25,-66.46428571,-0.96046195,-31300,-0.552750323,-0.560412219,-66.46428571,56
suggest,Verb,-0.411,0.365221878,-201.0282704,0.368939909,3,26,27,-61.10714286,-0.872940291,-47300,-0.552770469,-0.536767305,-61.10714286,56
afford,Verb,-0.393,0.365110896,-209.8107103,0.369100984,1,23,32,-58.42857143,-0.830348302,-57400,-0.553249214,-0.536075534,-58.42857143,56
convey,Verb,-0.429,0.363418415,-226.5561759,0.361552275,4,25,20,-63.78571429,-0.916290732,-46800,-0.560557757,-0.568633161,-63.78571429,49
agree,Verb,-0.436,0.361501901,-187.5698445,0.355529429,3,27,25,-64.95454545,-0.935460648,-36400,-0.568851397,-0.59482113,-64.95454545,55
achieve,Verb,-0.413,0.360235912,-204.537038,0.362844696,2,21,23,-61.45652174,-0.878550404,-69600,-0.574340366,-0.563038523,-61.45652174,46
lost,Verb,-0.489,0.356177155,-233.4063675,0.35571377,4,27,16,-72.90425532,-1.070441412,-39000,-0.59199537,-0.594016692,-72.90425532,47
relieve,Verb,-0.481,0.355903825,-140.9790366,0.36028726,0,25,27,-71.61538462,-1.047968556,-28300,-0.593187516,-0.574117576,-71.61538462,52
produce,Verb,-0.464,0.355202385,-203.837173,0.349595418,2,28,26,-69.14285714,-1.005521866,-38600,-0.596248765,-0.620818067,-69.14285714,56
liked,Verb,-0.474,0.351453944,-281.6576858,0.353587148,6,33,18,-70.55263158,-1.029619417,-14900,-0.612654343,-0.603308406,-70.55263158,57
lose,Verb,-0.481,0.346917177,-278.3362289,0.353287873,3,29,22,-71.72222222,-1.049822125,-60100,-0.632617888,-0.60461803,-71.72222222,54
tend,Verb,-0.442,0.34532548,-260.6738202,0.348899593,3,26,23,-65.84615385,-0.950192284,-74500,-0.639650803,-0.623879685,-65.84615385,52
feeling,Verb,-0.442,0.345050348,-275.1125352,0.34920944,4,23,16,-65.77906977,-0.949080555,-88600,-0.640868024,-0.622516015,-65.77906977,43
try,Verb,-0.519,0.343127788,-234.3869369,0.341449151,7,35,12,-77.27777778,-1.148622709,-41700,-0.649386558,-0.65684297,-77.27777778,54
feel,Verb,-0.482,0.336525297,-300.879848,0.335598235,3,30,23,-71.82142857,-1.051544778,-98500,-0.678817403,-0.682972317,-71.82142857,56
handle,Verb,-0.565,0.33043344,-262.5880464,0.32629358,3,29,14,-84.2826087,-1.280933845,-65200,-0.706225332,-0.724996909,-84.2826087,46
refer,Verb,-0.532,0.329138163,-232.6934455,0.337706989,1,26,20,-79.28723404,-1.185623666,-74400,-0.712085599,-0.673529449,-79.28723404,47
change,Verb,-0.527,0.328857176,-321.9974012,0.326649292,2,31,22,-78.59090909,-1.172720261,-23200,-0.713358424,-0.723379211,-78.59090909,55
use,Verb,-0.561,0.327963633,-221.3367042,0.323169101,6,38,13,-83.71052632,-1.269760545,-59500,-0.717409728,-0.739245743,-83.71052632,57
be,Verb,-0.571,0.321255076,-310.8674453,0.322264048,5,37,14,-85.21428571,-1.299282984,-53700,-0.748009955,-0.743386527,-85.21428571,56
went,Verb,-0.569,0.318568638,-361.5109615,0.321772419,3,36,19,-84.84482759,-1.291983682,-31400,-0.760357572,-0.745638376,-84.84482759,58
vary,Verb,-0.571,0.310227085,-296.3480287,0.311035314,3,35,18,-85.21428571,-1.299282984,-75900,-0.799057873,-0.795283559,-85.21428571,56
mean,Verb,-0.652,0.287844984,-378.5182567,0.286700332,1,31,14,-97.32608696,-1.558144618,-80900,-0.905873524,-0.911464092,-97.32608696,46
seem,Verb,-0.661,0.284325334,-305.9470405,0.285887532,1,38,17,-98.60714286,-1.588160514,-69700,-0.92310656,-0.915441982,-98.60714286,56
can,Verb,-0.731,0.258767583,-336.7971592,0.264288439,0,38,14,-109.1153846,-1.860752341,-88400,-1.052383932,-1.02379706,-109.1153846,52
dental,adj,0.273,0.574273544,58.11120653,0.571676014,15,6,12,41.40909091,0.559615788,-14300,0.299308824,0.288692538,41.40909091,33
muddy,adj,0,0.524300668,25.81529324,0.519026002,9,9,15,0.5,0,33600,0.097279316,0.07614077,0.5,33
fabulous,adj,-0.242,0.417766115,-183.03239,0.415395192,4,12,17,-35.86363636,-0.494696242,-61900,-0.33195049,-0.34170574,-35.86363636,33
arctic,adj,0.529,0.647650807,188.8894799,0.646921839,22,4,8,79.91176471,1.178654996,29400,0.608728965,0.605536031,79.91176471,34
flamboyant,adj,0.2,0.571786297,142.1980183,0.567926578,11,4,20,30.5,0.405465108,13500,0.289142936,0.273396614,30.5,35
distant,adj,-0.2,0.427174981,-103.0999964,0.421956282,5,12,18,-29.5,-0.405465108,-50400,-0.293386572,-0.31474779,-29.5,35
animated,adj,-0.314,0.407987074,-161.4278966,0.413866515,2,13,20,-46.64285714,-0.650587566,-37800,-0.372292978,-0.348004061,-46.64285714,35
auxiliary,adj,0.111,0.537514556,46.62181309,0.527328956,12,8,16,17.16666667,0.223143551,-8200,0.150340756,0.109424878,17.16666667,36
gracious,adj,-0.139,0.459978673,-60.1574921,0.468950987,6,11,19,-20.33333333,-0.279584862,-28100,-0.160428508,-0.124356063,-20.33333333,36
blond,adj,0.351,0.62111749,235.6527041,0.621274953,17,4,16,53.2027027,0.733969175,65100,0.494294103,0.49496327,53.2027027,37
despicable,adj,0.081,0.528526512,2.110548139,0.525854712,9,6,22,12.66216216,0.162518929,-33400,0.114230095,0.103511171,12.66216216,37
malicious,adj,0.054,0.504865865,-28.42590535,0.506590489,11,9,17,8.608108108,0.108213585,-19500,0.019464076,0.026363481,8.608108108,37
hardened,adj,-0.027,0.492210777,24.50454353,0.491607521,8,9,20,-3.554054054,-0.054067221,-36000,-0.031159413,-0.033573069,-3.554054054,37
bilateral,adj,0.395,0.630588808,180.7271628,0.632469416,16,1,21,59.71052632,0.834797698,47500,0.534743633,0.54282533,59.71052632,38
saggy,adj,0.263,0.58643504,69.37954218,0.58692563,13,3,22,39.97368421,0.538996501,32000,0.349247304,0.351270466,39.97368421,38
bathing,adj,0.184,0.561331846,134.0455275,0.559327145,11,4,23,28.13157895,0.372675285,50900,0.246569044,0.238431759,28.13157895,38
prominent,adj,0.132,0.540921811,67.75482736,0.541047766,9,4,25,20.23684211,0.264692554,6600,0.1640542,0.164561429,20.23684211,38
mitigating,adj,-0.053,0.48971312,16.08061154,0.490068193,5,7,26,-7.394736842,-0.105360516,29800,-0.041153329,-0.039732455,-7.394736842,38
outrageous,adj,-0.053,0.484523178,-55.44261843,0.488477482,6,8,24,-7.394736842,-0.105360516,-16700,-0.061927069,-0.046098234,-7.394736842,38
sickly,adj,-0.053,0.476841689,-63.30274287,0.471282559,8,10,20,-7.394736842,-0.105360516,-23800,-0.09269957,-0.114996324,-7.394736842,38
gloomy,adj,-0.026,0.474403724,-79.40646555,0.47279416,7,8,23,-3.447368421,-0.052643733,-45600,-0.102474682,-0.108930946,-3.447368421,38
robust,adj,-0.132,0.467626172,-70.20854865,0.468652746,7,12,19,-19.23684211,-0.264692554,-32000,-0.129676729,-0.125553688,-19.23684211,38
innermost,adj,-0.132,0.462009614,-38.46402619,0.461416478,3,8,27,-19.23684211,-0.264692554,-17300,-0.152254991,-0.154641526,-19.23684211,38
painful,adj,-0.263,0.424445549,-141.0582761,0.421605334,6,16,16,-38.97368421,-0.538996501,-8200,-0.304550111,-0.316186801,-38.97368421,38
shabby,adj,-0.342,0.41283196,-87.86011433,0.419250627,6,19,13,-50.81578947,-0.712949808,7700,-0.352270413,-0.325850395,-50.81578947,38
expressive,adj,-0.289,0.403268355,-166.0414013,0.405849236,1,12,25,-42.92105263,-0.595983432,-14700,-0.391865272,-0.381151348,-42.92105263,38
unreal,adj,-0.289,0.392474772,-251.5687342,0.389900464,1,12,25,-42.92105263,-0.595983432,-78500,-0.436921442,-0.44773063,-42.92105263,38
auditory,adj,0.487,0.652421009,241.1649789,0.649972062,21,2,16,73.57692308,1.064710737,52300,0.62969812,0.618916408,73.57692308,39
analytical,adj,0.231,0.56772571,-7.956605661,0.563703552,14,5,20,35.11538462,0.470003629,16700,0.272578081,0.256206559,35.11538462,39
patriotic,adj,0.179,0.563833437,128.9060177,0.564070353,12,5,22,27.42307692,0.362905494,44200,0.256734689,0.257698112,27.42307692,39
silvery,adj,0.154,0.542285602,108.2883709,0.526945375,16,10,13,23.57692308,0.310154928,38900,0.169547397,0.107886024,23.57692308,39
illuminating,adj,0.051,0.523592715,93.61511879,0.523585082,9,7,23,8.192307692,0.102654154,17500,0.094440993,0.094410392,8.192307692,39
crummy,adj,-0.179,0.460864693,-61.00341447,0.459593727,7,14,18,-26.42307692,-0.362905494,13900,-0.156862079,-0.161978315,-26.42307692,39
unholy,adj,-0.179,0.457917831,-53.17575596,0.460247748,6,13,20,-26.42307692,-0.362905494,21400,-0.168727835,-0.159345313,-26.42307692,39
impractical,adj,-0.154,0.444859804,-63.24252304,0.441217822,5,11,23,-22.57692308,-0.310154928,-40000,-0.221461503,-0.236221051,-22.57692308,39
abundant,adj,-0.179,0.43326076,-68.81823444,0.43083165,4,11,24,-26.42307692,-0.362905494,-51300,-0.26855954,-0.278458851,-26.42307692,39
righteous,adj,-0.256,0.433003075,-108.2004758,0.432891905,3,13,23,-37.96153846,-0.524524468,-600,-0.269609052,-0.270061876,-37.96153846,39
graceful,adj,-0.256,0.417692163,-141.4686767,0.41781885,3,13,23,-37.96153846,-0.524524468,-54600,-0.33225453,-0.331733688,-37.96153846,39
soviet,adj,0.4,0.635446041,212.486949,0.63230429,21,5,14,60.5,0.84729786,69800,0.555652605,0.542115028,60.5,40
golden,adj,0.35,0.608630893,192.7477975,0.610635936,20,6,14,53,0.730887509,31100,0.441560875,0.44998613,53,40
genetic,adj,0.3,0.596274047,202.2536492,0.596704193,19,7,14,45.5,0.619039208,42000,0.389964058,0.391751198,45.5,40
impeccable,adj,0.175,0.541624426,57.28917045,0.543471941,14,7,19,26.75,0.35364004,400,0.166883942,0.174327915,26.75,40
platonic,adj,0.15,0.539978136,60.25827581,0.537425598,16,10,14,23,0.302280872,18100,0.160254632,0.149982914,23,40
crooked,adj,0.05,0.52312536,29.27617645,0.523621182,10,8,22,8,0.100083459,-17400,0.092567481,0.094555113,8,40
uncharted,adj,0.05,0.517351556,61.32358208,0.51650164,11,9,20,8,0.100083459,9800,0.069434108,0.066030542,8,40
unconditional,adj,0.1,0.514072776,-4.536304775,0.519891873,11,7,22,15.5,0.200670695,-21800,0.056305976,0.079609509,15.5,40
resentful,adj,-0.05,0.503843511,80.83170876,0.501772745,3,5,32,-7,-0.100083459,19500,0.015374347,0.007091008,-7,40
hideous,adj,0.025,0.502212724,-9.06923119,0.501277507,9,8,23,4.25,0.050010421,-15700,0.008850953,0.005110039,4.25,40
automatic,adj,-0.125,0.466492659,0.788775029,0.466876727,8,13,19,-18.25,-0.251314428,1600,-0.134230545,-0.132687425,-18.25,40
complete,adj,-0.125,0.455765664,-41.27293959,0.456254809,9,14,17,-18.25,-0.251314428,-19400,-0.177401137,-0.175429292,-18.25,40
plush,adj,-0.2,0.445974712,-64.71791204,0.450091319,2,10,28,-29.5,-0.405465108,1200,-0.216948082,-0.200301736,-29.5,40
senseless,adj,-0.2,0.439845936,-153.4945655,0.436708127,5,13,22,-29.5,-0.405465108,-28400,-0.241787339,-0.254532849,-29.5,40
restful,adj,-0.125,0.439518733,-123.8863941,0.441431828,2,7,31,-18.25,-0.251314428,-65900,-0.243115479,-0.235353077,-18.25,40
flawed,adj,-0.2,0.43825894,-121.6383514,0.443392501,3,11,26,-29.5,-0.405465108,-13300,-0.248231073,-0.227404939,-29.5,40
attractive,adj,-0.225,0.429846155,-80.5528865,0.435053643,5,14,21,-33.25,-0.457833094,-39100,-0.282478864,-0.261261442,-33.25,40
orthopedic,adj,0.561,0.682884961,276.4216231,0.677741009,25,2,14,84.64634146,1.268511325,77300,0.767061808,0.74340968,84.64634146,41
